participant,fluency_score,Age,Sex,Nationality,Ethnicity,StudyLevel,Major,ParentalEdu,Handedness,PastMedDiagnosis,NativeLang,SecondLang,MathLang_Primary,MultLang,Primary_schoolType,SchoolType_Primary,MathDiff,MultLearning_normal,MultLearning_time,MultLearning_peers,MultLearning_score,ReadingProblem,MathAnxiety,ExamAnxiety,MemoryAnxiety
SW-2752,29,21.227878033602984,Male,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,NA,Left,No,English,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,No,9,No,No,Yes,No
SW-2755,28,22.036190476190477,Male,Iranian/Persian,Other,Junior/Third Year,Software Engineering,No,Right,No,Persian/Farsi,Yes,English,English,Private school (international),Private (International) School,Yes,Yes,No,Yes,10,No,No,Yes,Yes
SW-2756,48,20.025293350717078,Female,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,No,8,No,Yes,No,No
SW-2757,52,18.989733059548254,Male,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,7,No,Yes,Yes,Yes
SW-2758,25,21.23883011823273,Male,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,Yes,6,No,No,No,No
SW-2760,56,27.318275154004105,Male,Korean,Korean,Sophomore/Second Year,Software Engineering,No,Right,No,KOREAN,No,Korean,Korean,Public school (SK),Public school (SK),No,Yes,No,Yes,8,Yes,No,Yes,Yes
SW-2761,25,21.78702380952381,Male,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, father only",Right,No,NA,Yes,Unspecified,Unspecified,Unspecified,Unspecified,Undisclosed,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified
SW-2762,51,20.014341590612776,Female,Malaysian,Chinese,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,8,No,No,Yes,Yes
SW-2764,30,18.78986995208761,Male,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,English,Chinese vernacular school,Chinese vernacular school,No,No,No,Yes,3,No,No,No,No
SW-2766,25,19.290896646132786,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,7,No,Yes,Yes,No
SW-2767,26,19.20328542094456,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Left,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,English & Chinese,Chinese vernacular school,Chinese vernacular school,No,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified
SW-2768,26,19.145790554414784,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,8,No,Yes,Yes,Yes
SW-2769,42,19.277207392197127,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, mother only",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,Yes,7,No,Yes,Yes,Yes
SW-2770,41,19.526351813826146,Male,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,4,No,Yes,Yes,Yes
SW-2772,34,19.058179329226558,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,No,9,No,Yes,Yes,No
SW-2773,20,19.293634496919918,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,No,7,No,No,Yes,Yes
SW-2775,51,19.96779661016949,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,7,No,No,Yes,No
SW-2776,24,19.405886379192335,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,Yes,Yes,5,No,Yes,Yes,Yes
SW-2777,34,19.515400410677618,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,Yes,6,No,Yes,Yes,No
SW-2779,26,20.501694915254237,Male,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,English,Yes,English,English,Private school (international),Private school,No,Yes,Yes,No,7,No,Yes,Yes,No
SW-2204,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UN-0440,59,22.26892857142857,Female,Japanese,Other,Freshman/First Year,Medical Biotechnology,"Yes, both parents",Right,Yes,Japanese,Yes,Japanese,Japanese,Oversea education,Oversea (Japan public school),No,Yes,No,No,8,No,Yes,Yes,Yes
UN-0443,60,18.822724161533195,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Science,"Yes, both parents",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,Yes,10,No,Yes,Yes,No
SW-1711,60,23.6249144421629,Male,Bruneian,Chinese,Junior/Third Year,Biomedical Science,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,English,English,Private school (international),Private school,No,Yes,No,No,7,No,Yes,Yes,No
UM-1525,10,19.781616688396348,Female,Indian,Indian,Freshman/First Year,Psychology,"Yes, both parents",Right,Yes,NA,Yes,English,English,Private school (international),Private (International) School,Yes,No,Yes,Yes,3,Yes,Yes,Yes,Yes
UM-1529,58,21.337398879900434,Male,Malaysian,Chinese,Junior/Third Year,Computer Science,NA,Right,No,English,Yes,English & Chinese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,No,9,No,Yes,Yes,Yes
UM-1547,57,23.37577002053388,Female,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,"Yes, both parents",Left,No,NA,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,No,8,No,No,Yes,No
UM-1550,23,20.945861854387054,Male,Malaysian,Chinese,Sophomore/Second Year,Computer Science,"Yes, father only",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,5,No,No,Yes,No
UM-1553,22,18.293558149589277,Female,Indonesian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,Yes,Yes,4,No,Yes,Yes,Yes
UM-1556,60,21.50715619166148,Male,Malaysian,Chinese,Junior/Third Year,Computer Science,"Yes, both parents",Right,No,English,Yes,English & Chinese,English & Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,No,9,No,No,Yes,Yes
UM-1557,17,22.364761904761906,Female,Malaysian,Malay,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),Yes,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified
UM-1558,24,20.874673304293715,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,No,English,English,Private school (international),Private school,Yes,No,No,Yes,3,No,Yes,Yes,Yes
UN-0214,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UP-0113,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UP-2503,19,22.401095140314855,Female,Malaysian,Malay,Junior/Third Year,TESL/TESOL,No,Right,No,Malay,Yes,Malay & English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,5,No,Yes,Yes,Yes
UP-2505,9,22.579055441478438,Male,Malaysian,Malay,Junior/Third Year,TESL/TESOL,"Yes, both parents",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),Yes,No,Yes,Yes,3,No,Yes,Yes,Yes
UP-2508,19,23.23340177960301,Female,Malaysian,Malay,Junior/Third Year,TESL/TESOL,No,Left,No,Malay,Yes,Malay,Malay,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,7,No,Yes,Yes,Yes
UP-2511,18,23.417478917971746,Male,Malaysian,Malay,Junior/Third Year,TESL/TESOL,NA,Left,Yes,Malay,Yes,Malay,Malay,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,7,No,Yes,Yes,Yes
UP-2513,58,21.743214285714288,Male,Malaysian,Indian,Junior/Third Year,TESL/TESOL,"Yes, mother only",Right,No,Malay,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,8,No,No,Yes,Yes
UP-2514,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UP-2516,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UP-2524,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UP-2525,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UP-2526,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UP-2530,9,22.49965776865161,Male,BLANK,NA,Junior/Third Year,TESL/TESOL,"Yes, both parents",Left,No,Malay,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,5,No,Yes,Yes,No
UP-2552,20,21.55702380952381,Male,Malaysian,Malay,Junior/Third Year,TESL/TESOL,"Yes, father only",Right,No,Malay,Yes,Malay,Malay,Public school (SK),Public school (SK),Yes,Yes,No,Yes,5,No,Yes,Yes,No
UP-2553,21,22.71047227926078,Male,Malaysian,Malay,Junior/Third Year,TESL/TESOL,"Yes, both parents",Right,No,Malay,Yes,English,English,Religious school,Religious school,Yes,Yes,Yes,Yes,6,No,Yes,Yes,Yes
UP-2556,20,22.027976190476192,Female,Malaysian,Malay,Junior/Third Year,TESL/TESOL,"Yes, both parents",Right,No,Malay,Yes,English,Malay,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,3,No,Yes,Yes,Yes
UP-2558,19,22.754277891854894,Female,Malaysian,Malay,Junior/Third Year,TESL/TESOL,"Yes, father only",Right,No,Malay,Yes,Unspecified,Unspecified,Unspecified,Unspecified,Undisclosed,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified
UP-2559,18,22.767967145790553,Female,Malaysian,Indian,Junior/Third Year,TESL/TESOL,No,Right,No,Malay,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,Yes,8,No,Yes,Yes,Yes
UP-2565,60,22.455852156057496,Female,China Chinese,Chinese,Junior/Third Year,TESL/TESOL,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,No,10,Yes,Yes,Yes,No
SW-2104,60,18.89664613278576,Female,Malaysian,Chinese,Sophomore/Second Year,Computer Science,"Yes, father only",Right,No,English,Yes,English,English,Private school (international),Private school,No,No,Yes,Yes,8,No,Yes,Yes,Yes
SW-2106,20,20.75420037336652,Male,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,7,No,No,Yes,Yes
SW-2239,15,21.178593652769134,Female,Malaysian,Malay,Junior/Third Year,Computer Science,"Yes, both parents",Right,No,English,Yes,English,English,Public school (SK),Public school (SK),No,No,No,Yes,5,No,Yes,Yes,No
SW-2241,21,20.214211212516297,Female,Malaysian,Indian,Freshman/First Year,Psychology,No,Right,No,English,No,English,English,Public school (SK),Public school (SK),No,Yes,No,No,6,No,No,Yes,No
SW-2267,21,22.474285714285713,Male,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,NA,Right,No,English,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,No,7,No,Yes,Yes,No
SW-2269,60,21.271686372121966,Male,Malaysian,Chinese,Junior/Third Year,Computer Science,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,9,No,No,Yes,Yes
SW-2298,59,21.23061605476042,Female,Japanese,Japanese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,Japanese/English,Japanese,Oversea education,Oversea (Japan international school),No,Yes,Yes,No,9,No,No,Yes,Yes
SW-2705,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW-2706,20,18.20867560167171,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,Yes,4,No,Yes,Yes,Yes
SW-2713,16,19.68788501026694,Female,Malaysian,Chinese,Freshman/First Year,Psychology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,No,Yes,2,No,No,Yes,No
SW-2718,19,22.435952380952383,Female,Non-Malaysian,Other,Freshman/First Year,Psychology,"Yes, father only",Right,No,Portuguese,Yes,Unspecified,Unspecified,Unspecified,Unspecified,Undisclosed,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified
SW-2724,18,18.296296296296298,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),Yes,Yes,Yes,No,5,No,Yes,Yes,Yes
SW-2733,56,19.353867214236825,Female,Malaysian,Indian,Freshman/First Year,Psychology,NA,Right,No,NA,Yes,Malay,Malay,Public school (SK),Public school (SK),Yes,Yes,No,No,8,No,Yes,Yes,Yes
SW-2745,22,18.86652977412731,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,Yes,7,No,Yes,Yes,Yes
SW-2748,18,20.9869321717486,Male,Malaysian,Chinese,Senior/Fourth Year,IT/Network Security/Data,No,Right,No,English & Chinese,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,Yes,7,No,No,Yes,Yes
SW-2749,19,21.732261904761906,Male,Malaysian,Chinese,Sophomore/Second Year,IT/Network Security/Data,No,Right,No,English,Yes,English,English,Public school (SK),Public school (SK),No,Yes,No,Yes,5,No,No,No,No
SW-2751,24,19.50171115674196,Male,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,No,9,No,No,No,Yes
SW-2753,21,18.784394250513348,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,Yes,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,8,No,Yes,Yes,Yes
SW-2754,13,22.329166666666666,Female,Malaysian,Chinese,Junior/Third Year,IT/Network Security/Data,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Unspecified,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,Yes,Yes,6,No,No,Yes,Yes
SW-2771,59,20.50717079530639,Male,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,No,Yes,8,No,Yes,Yes,No
SW-2774,20,18.7378507871321,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,Yes,4,No,Yes,Yes,No
SW-2778,60,19.364818617385353,Female,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, both parents",Right,No,English,Yes,English,English,Private school (international),Private School,No,Yes,No,No,10,No,No,Yes,No
SW-2292,18,21.08823895457374,Female,Irish,NA,Sophomore/Second Year,Psychology,"Yes, both parents",Right,No,English,No,English,English,Oversea education,Oversea (UK public school),No,No,Yes,Yes,3,No,Yes,Yes,Yes
SW-2801,59,19.080082135523615,Female,Malaysian,Chinese,Freshman/First Year,Not specified,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,English,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,6,No,No,Yes,Yes
SW-2802,60,19.537303216974674,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Science,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,No,7,No,Yes,Yes,No
SW-2807,59,22.89664613278576,Female,Myanmar,Other,Freshman/First Year,Biomedical Science,"Yes, mother only",Right,No,Burmese,Yes,Burmese,Burmese,Public school (SK),Public school (SK),No,Yes,No,Yes,7,No,No,No,No
SW-2808,18,19.50171115674196,Female,Indian,Indian,Freshman/First Year,Biomedical Science,"Yes, both parents",Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Unspecified,Unspecified,Yes,Yes,No,Yes,6,No,Yes,Yes,No
SW-2809,58,16.943109218132037,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Science,"Yes, both parents",Left,No,Mandarin/Cantonese/chinese dialects,Yes,Unspecified,Unspecified,Unspecified,Unspecified,Undisclosed,Undisclosed,Undisclosed,Undisclosed,NA,Unspecified,Unspecified,Unspecified,Unspecified
SW-2810,60,21.572868699439947,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Science,No,Right,Yes,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,7,No,No,Yes,Yes
SW-2813,58,19.509924709103355,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Science,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,Yes,Yes,9,No,Yes,Yes,No
SW-2815,58,19.055441478439427,Male,Malaysian,Chinese,Freshman/First Year,Psychology,"Yes, father only",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Public school (SK),Public school (SK),No,Yes,No,Yes,10,No,No,Yes,No
SW-2819,59,19.315537303216974,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Science,No,Right,No,English & Chinese,Yes,English & Chinese,English & Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,Yes,10,No,Yes,Yes,Yes
SW-2825,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW-2831,21,20.728943937418514,Female,Indian,Indian,Freshman/First Year,Biomedical Science,"Yes, both parents",Right,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,English,English,Private school (international),Private (International) School,No,Yes,Yes,Yes,6,No,No,Yes,No
SW-2832,60,19.039014373716633,Female,Malaysian,Indian,Freshman/First Year,Biomedical Science,"Yes, mother only",Right,Yes,English,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,Yes,No,10,No,Yes,Yes,No
SW-2836,59,18.94318959616701,Female,Malaysian,Chinese,Freshman/First Year,Medical Biotechnology,"Yes, father only",Right,No,English,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,Yes,7,No,Yes,Yes,No
SW-2842,18,19.340177960301162,Female,Malaysian,Indian,Freshman/First Year,Biomedical Science,NA,Left,No,Hindi/Bengali/Tamil/Gujarati/Urdu,Yes,Tamil,Tamil,Tamil vernacular school,Vernacular school (Tamil),Yes,Yes,Yes,Yes,5,No,Yes,Yes,Yes
SW-2846,59,20.57561929595828,Female,Malaysian,Indian,Freshman/First Year,Biomedical Science,No,Right,No,Malay,Yes,Mandarin Chinese/ Cantonese,Malay & English,Public school (SK),Public school (SK),Yes,Yes,No,No,9,No,Yes,Yes,Yes
SW-2847,60,20.73168187744459,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Science,"Yes, both parents",Right,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,No,Yes,No,Yes,8,No,No,Yes,Yes
SW-2849,60,19.910299869621902,Female,Malaysian,Chinese,Freshman/First Year,Biomedical Science,"Yes, both parents",Left,No,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,Yes,Yes,9,No,Yes,Yes,No
SW-2854,33,20.18683181225554,Female,Malaysian,Chinese,Freshman/First Year,Medical Biotechnology,No,Right,No,Mandarin/Cantonese/chinese dialects,Yes,English,Chinese,Public school (SK),Public school (SK),Yes,Yes,Yes,Yes,8,No,Yes,Yes,Yes
SW-2855,20,20.03076923076923,Female,Malaysian,Indian,Freshman/First Year,Biomedical Science,No,Right,No,English,Yes,English,English,Public school (SK),Public school (SK),Yes,Yes,No,Yes,5,No,Yes,Yes,Yes
SW-2867,20,20.54276401564537,Female,Seychelles,Other,Freshman/First Year,Biomedical Science,"Yes, both parents",Right,No,Creole,Yes,Seychelles creole,Creole/English,Oversea education,Oversea (Seychelles school),Yes,Yes,No,Yes,9,No,Yes,Yes,No
UN-0309,60,21.170379589296825,Female,China Chinese,Chinese,Freshman/First Year,Psychology,No,Right,Yes,Mandarin/Cantonese/chinese dialects,Yes,Mandarin Chinese/ Cantonese,Chinese,Chinese vernacular school,Chinese vernacular school,Yes,Yes,No,No,10,Yes,No,No,No
UN-0310,19,18.97056810403833,Female,Maldivian,Other,Freshman/First Year,Psychology,No,Right,No,Maldivian,Yes,English,English,Private school (international),Private school,Yes,Yes,No,Yes,5,No,Yes,Yes,No
UN-0311,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
